id;description;type;enum;format;minimum;exclusiveMinimum;maximum;exclusiveMaximum;minLength;maxLength;uniqueItems;minItems;multipleOf;maxItems;properties;required;discriminator;oneOf;allOf;readOnly;menuItem;expandible
D000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000291;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000391;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000161;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000261;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C029001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C029101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C029201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C029301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C029401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C064701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C064801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C064901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C078001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C078101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V000101;Enumerado;string;CalculoPromedioPlantilla,CalculoManual;;;;;;;;;;;;;;;;;;false;false
V001001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V001101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V002001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V002101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V003001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V003101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V567001;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
V567301;Enumerado;string;No,Si;;;;;;;;;;;;;;;;;;false;false
W001001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W001901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W002901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W003901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W004901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W005901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W006901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W011001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W011101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W021001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W021101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W031001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W031101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W041001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W041101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W051001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W051101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W061001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W061101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X299004;Enumerado;string;CalculoManual,CalculoAutomatico;;;;;;;;;;;;;;;;;;false;false
V001011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V002011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V003011;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V001111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V002111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V003111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
V001211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V002211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V003211;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X299001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X299501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V001121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V002121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
V003121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C062701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C062801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C062901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C083701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C083801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C837001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C837101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000121;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000131;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000141;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000151;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000181;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
N000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000141;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000141;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X000131;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X000231;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X000331;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X567001;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
X567301;Enumerado;string;Si,No;;;;;;;;;;;;;;;;;;false;false
C298701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X011001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001202;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001602;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001802;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X001902;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028000;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C083901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C084001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X012001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C083902;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C838102;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C084002;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063202;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063302;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C063402;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028502;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028602;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028702;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028802;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C028902;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
X011901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C065001;Enumerado;string;Onerosa,Lucrativa;;;;;;;;;;;;;;;;;;false;false
C065101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C665201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C065201;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C065301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C065401;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C077301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000111;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C165801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
O000151;Enumerado;string;Onerosa,Lucrativa;;;;;;;;;;;;;;;;;;false;false
C066401E_BienesTerrenos;;string;BienesInmueblesNCOP,TerrenosRusticos;;;;;;;;;;;;;;;;;;false;false
C066401E_TerrenosRecalificados;;string;TerrenosRusticosRecalificados;;;;;;;;;;;;;;;;;;false;false
C670001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C066401E_AccionesOtros;;string;AccCotOficial,OtrosBienes;;;;;;;;;;;;;;;;;;false;false
W000141;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
W000140;Enumerado;string;ES0105200416,ES0111845014,ES0111845113,ES0125220311,ES0132105018,ES0167050915,ES0106585013,ES0106000013,ES0107250013,ES0107511018,MXP000511016,ES0177040013,MXP001691213,ES0109260531,ES0109427734,BRARCZACNPB3,LU0140205948,ES0110944016,ES0172708317,ES0152960011,ES0112458312,ES0113211835,BRBBDCACNPR8,ES0113140133,ES0113243135,CLP0939W1081,ES0113381133,ES0113515136,ES0113805032,ES0113860532,ES0113980330,ES0113997136,ES0113440038,ES0113580932,ES0113580A33,ES0113770434,ES0113790531,ARBRIO010194,ES0113900J37,PR8028091034,ES0113679338,ES0114297015,DE0005752000,ARP125991090,ES0114491014,ES0115002018,ES0115056139,BRBRAPACNOR5,BRBRAPACNPR2,BRBRKMACNPA4,US12477A1060,ES0121501318,ES0162292017,ES0117360117,ES0117390411,BRELETACNOR6,BRELETACNPB7,ES0105630315,ES0118900010,BRCMIGACNPR3,BRCPLEACNPB9,ES0107350011,ES0160973014,ES0155580014,ES0155972237,ES0132580319,ES0132955016,ES0132110018,ES0158300410,ES0110480219,ES0184140210,ES0121975017,ES0124204019,ES0117160111,MXP3142C1177,ES0124244E34,CRUBCI0A0015,ES0126501131,CL0000000522,ES0126962010,ES0162600417,ES0112501012,ES0129743219,CLP3710M1090,ES0130960018,ES0130670112,CLP371861061,ES0125140014,NL0000235190,ES0133848038,ES0135961219,ES0134950536,ES0114989017,ES0136463017,ES0138152113,ES0122060314,ES0140441017,ES0164228019,ES0143416115,ES0116870314,ES0141571119,BRGGBRACNPR8,ES0152503035,ES0171996012,PAL3021871A6,ES0116920333,MX01EL000003,ES0130625017,ES0162601019,ES0139140018,MXP4833F1044,ES0145833119,ES0146790011,ES0144580018,ES0147200036,ES0147561015,ES0150480111,ES0148224118,ES0118594417,ES0148396015,ES0150160010,ES0153440419,ES0154653911,ES0154800215,ES0154936035,ES0154949012,ES0143419010,ES0155151014,ES0145832012,ES0152768612,GB0057933615,ES0175290115,ES0158150013,ES0137998A12,ES0158480311,ES0158545030,ES0161928116,ES0154220414,ES0163960018,ES0164180012,NL0000361947,ES0116494016,ES0165515117,ES0165359011,BRNETCACNPR3,ES0161560018,ES0166300212,ES0142090317,ES0168561019,ES0168632018,ES0169350016,BRPETRACNOR9,BRPETRACNPR6,ES0168626010,ES0170884417,ES0171743117,ES0175438235,ES0172233118,ES0173093115,IT0001178299,ES0173365018,ES0173516115,ES0173964018,ES0182870214,BRSDIAACNPR1,MX01SA030007,ES0143421G11,ES0165380017,ES0125690117,ES0146940012,ES0131600019,ES0141330C19,ES0141330L18,ES0178483139,ES0176252718,ES0110047919,ES0138109014,BRSUZBACNPA3,BRSZPQACNPR5,ES0177080118,ES0108180219,ES0178165017,ES0147582318,ES0178344117,ES0178419117,ES0178430E18,MXP904131325,ES0170885018,ES0132945017,ES0180850317,MXP740471117,ES0181480114,ES0181480411,ES0181380017,ES0182045312,ES0182170615,ES0182484115,ES0182280018,BRUSIMACNPA6,BRVALEACNOR0,BRVALEACNPA3,ES0182785214,ES0183746314,ES0184262212,ES0114820113,PEP648014202,ES0184591032,ES0184933812,ES0184940817;;;;;;;;;;;;;;;;;;false;false
W000142;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;true;false;false
W000241;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C165902;;string;No,Si;;;;;;;;;;;;;;;;;;false;false
S001171;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002171;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003171;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004171;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001271;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002271;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003271;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004271;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005271;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001371;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002371;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003371;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004371;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005371;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C066501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C665301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C066601;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C066701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C066801;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C067401;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
O000161;Enumerado;string;Onerosa,Lucrativa;;;;;;;;;;;;;;;;;;false;false
C069001E_Bienes;;string;BienesInmueblesNCOP,BienesMuebles,Inmateriales;;;;;;;;;;;;;;;;;;false;false
C069001E_TerrenosRusticos;;string;TerrenosRusticos;;;;;;;;;;;;;;;;;;false;false
C069001E_TerrenosRusticosRecalificados;;string;TerrenosRusticosRecalificados;;;;;;;;;;;;;;;;;;false;false
C670201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C069001E_TotalidadPatrimonioEmpProf;;string;TotalidadPatrimonioEmpProf;;;;;;;;;;;;;;;;;;false;false
S001191;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002191;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003191;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004191;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005191;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001291;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002291;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003291;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004291;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005291;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S001391;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
S002391;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S003391;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S004391;Escalar;string;;;;;;;;20;;;;;;;;;;;false;false
S005391;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C069101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C665501;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C069201;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C069301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C069302;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C069401;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C069801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C070101;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C077601;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C070701;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C070801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
O000171;Enumerado;string;Onerosa,Lucrativa;;;;;;;;;;;;;;;;;;false;false
C071001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C071101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C072001;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C076901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077001;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C077201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000131;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000231;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000331;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000431;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
Q000531;Escalar;string;;nif;;;;;;10;;;;;;;;;;;false;false
Q000631;Escalar;string;;;;;;;;27;;;;;;;;;;;false;false
D000161;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000261;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000361;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000461;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000271;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000371;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000471;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000181;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000281;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000381;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000481;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000151;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000251;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000351;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000451;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000171;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000271;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000371;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000201;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000301;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
E000401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000181;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000281;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000381;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
D000481;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C090001;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
S000151;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
S000251;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C096701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C090401;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C090501;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C090701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C096801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C090901;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C191601;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C191801;Escalar;number;;;;;2100000000;;;;;;;;;;;;;;false;false
C091001;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C091101;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C091601;Escalar;string;;date;;;;;;;;;;;;;;;;;false;false
C091701;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
C091801;Escalar;number;;;0;;2100000000;;;;;;;;;;;;;;false;false
